,s3ic_id,rubrique,regime,alinea,date_autorisation,state,regime_acte,alinea_acte,rubrique_acte,activite,volume,unit
2345,0065.03225,2565,E,a,2015-12-08,En fonctionnement,A,a,2565,Cadmium,82.000,
2346,0065.03225,2565,E,a,2015-12-08,En fonctionnement,A,a,2565,Traitement de surface,8782.000,l
2347,0065.03225,2560,D,2,2016-09-12,En fonctionnement,D,2,2560,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",300.000,kW
2348,0065.03225,4110,A,a,2016-09-12,En fonctionnement,A,a,4110,Toxicité aiguë catégorie 1,,
2349,0065.03225,2562,A,1,2003-12-05,En fonctionnement,A,1,2562,Chauffage et traitement industriels par l’intermédiaire de bains de sels fondus ,1000.000,L
2350,0065.03225,4441,D,2,2016-09-12,En fonctionnement,D,2,4441,"Liquides comburants catégorie 1,2 ou 3",,
2351,0065.03225,2565,E,b,2015-12-08,En fonctionnement,A,b,2565,"Cyanures, volume des cuves supérieur à 200 l",200.000,l
2352,0065.03227,2410,D,2,2011-12-22,En fonctionnement,D,2,2410,"Supérieure à 50 kW, mais inférieure ou égale à 250 kW",96.050,kW
2353,0065.03227,1435,D,2,2011-12-22,En fonctionnement,D,3,1435,Stations-service,1100.000,m3
2354,0065.03227,3230,A,b,2011-12-22,En fonctionnement,A,1,2560,opérations de forgeage,925.000,kW
2355,0065.03227,1510,E,b,2011-12-22,En fonctionnement,E,2,1510,Entrepot enregistré,84000.000,m3
2356,0065.03227,2661,D,b,2011-12-22,En fonctionnement,D,2b,2661,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",6.300,t/j
2357,0065.03227,2661,D,c,2011-12-22,En fonctionnement,D,1b,2661,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",6.300,t/j
2358,0065.03227,1418,D,3,2011-12-22,En fonctionnement,D,3,1418,Acétylène (stockage ou emploi),0.190,t
2359,0065.03227,2940,E,a,2001-12-22,En fonctionnement,A,2a,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",130.000,kg/j
2360,0065.03227,2940,,2,2011-12-22,En fonctionnement,,2,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",5.000,
2361,0065.03227,1185,D,,2013-10-04,En fonctionnement,D,2a,1185,Quantité susceptible d'être présente,7925.000,kg
2362,0065.03227,2930,,2,2011-12-22,En fonctionnement,,2,2930,Ateliers de réparation et entretien de véhicules à moteur,6.000,
2363,0065.03227,2930,D,b,2011-12-22,En fonctionnement,D,2b,2930,Ateliers de réparation et entretien de véhicules à moteur,11.000,kg/j
2364,0065.03227,2930,E,a,2006-02-27,En fonctionnement,A,1a,2930,Ateliers de réparation et entretien de véhicules à moteur,8210.000,m2
2365,0065.03227,2565,E,a,2011-12-22,En fonctionnement,A,2a,2565,Traitement de surface,25725.000,L
2366,0065.03227,1432,D,b,2011-12-22,En fonctionnement,D,2b,1432,Liquides inflammables (stockage),99.900,m3
2367,0065.03227,2564,,,2011-12-22,En fonctionnement,,,2564,"Nettoyage, dégraissage, décapage de surfaces utilisant des liquides organohalogénés ou des solvants organiques",420.000,L
2368,0065.03227,2561,D,,2011-12-22,En fonctionnement,D,,2561,"Trempé recuit, revenu des métaux et alliages",8.000,fours
2369,0065.03227,2925,D,1,2011-12-22,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,5283.000,kW
2370,0065.03227,2565,,2,2011-12-22,En fonctionnement,,2,2565,Traitement de surface ,200.000,
2371,0065.03227,2921,E,a,2014-11-07,En fonctionnement,E,a,2921,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,32000.000,kW
2372,0065.03227,2910,E,1,2006-02-27,En fonctionnement,A,A1,2910,Combustion,46.000,MW
2373,0065.03227,1175,D,2,2011-12-22,En fonctionnement,D,2,1175,Organohalogénés (emploi de liquides),400.000,L
2374,0065.03227,1185,D,,2013-10-04,En fonctionnement,D,2b,1185,Quantité susceptible d'être présente,1608.000,kg
2375,0065.03227,1435,,,2011-12-22,En fonctionnement,,,1435,Stations service,20.000,m3
2376,0065.03228,2925,D,1,1992-09-22,En fonctionnement,D,1,2925,Charge d'accumulateurs dégageant de l'hydrogène,65.100,kW
2377,0065.03228,1510,E,b,1992-09-22,En fonctionnement,E,2,1510,Entrepot enregistré,112000.000,m3
2378,0065.03232,4510,A,1,2001-05-28,En fonctionnement,A,1,4510,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,,
2379,0065.03232,47xx,,,,En fonctionnement,,,47xx,,,
2380,0065.03232,4511,D,2,,En fonctionnement,D,2,4511,Dangereux pour l'environnement aquatique de catégorie chronique 2,,
2381,0065.03232,4331,E,2,2017-06-22,En fonctionnement,E,2,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
2382,0065.03232,1434,A,2,2001-05-28,En fonctionnement,A,2,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,1880.000,m3/h
2383,0065.03233,2925,D,1,1996-02-14,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,28.500,kW
2384,0065.03233,1530,D,2,1996-02-14,En fonctionnement,D,,81,"Bois, papier, carton ou analogues (dépôt de) hors ERP",15732.000,m3
2385,0065.03233,2910,,,1814-11-23,En fonctionnement,,,2910,Installation de combustion,0.445,MW
2386,0065.03233,1510,A,a,1996-02-14,En fonctionnement,A,1,1510,Entrepot autorisé,269975.000,m3
2387,0065.03234,47xx,,,,En fonctionnement,,,47xx,,,
2388,0065.03241,2925,D,1,2004-09-07,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,210.000,kW
2389,0065.03241,47xx,,,,En fonctionnement,,,47xx,,,
2390,0065.03241,2940,E,a,2004-09-07,En fonctionnement,A,2a,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",10.000,t/j
2391,0065.03241,2515,D,b,2004-09-07,En fonctionnement,D,1c,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",45.000,kW
2392,0065.03241,2940,E,a,2004-09-07,En fonctionnement,A,1a,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2200.000,L
2393,0065.03241,1185,D,,2014-07-16,En fonctionnement,D,a,4802,Quantité susceptible d'être présente,,
2394,0065.03241,3670,A,1,2014-01-21,En fonctionnement,A,,3670,Traitement de surfaces de matières avec plus de 150 kg/h de solvants organiques,180.000,kg/h
2395,0065.03241,2921,D,b,2014-09-02,En fonctionnement,D,b,2921,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,700.000,kW
2396,0065.03241,4331,,,2004-09-07,En fonctionnement,,,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
2397,0065.03241,1510,D,c,2004-09-07,En fonctionnement,D,3,1510,Entrepot déclaré,47620.000,m3
2398,0065.03241,4511,,,2004-09-07,En fonctionnement,,,4511,Dangereux pour l’environnement aquatique 2,,
2399,0065.03241,4510,,,2004-09-07,En fonctionnement,,,4510,Dangereux pour l’environnement aquatique 1,,
2400,0065.03241,2910,D,2,2004-09-07,En fonctionnement,D,A2,2910,Combustion,12.300,MW
2401,0065.03249,1434,D,b,2015-04-15,En fonctionnement,D,1b,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,4.800,m3/h
2402,0065.03249,1432,,,2015-04-15,En fonctionnement,,,1432,Liquides inflammables (stockage),2.000,m3
2403,0065.03249,1138,A,2,1987-06-07,En fonctionnement,A,2,1138,Chlore (emploi ou stockage),2.450,t
2404,0065.03249,2920,D,2b,2005-05-26,En fonctionnement,D,2b,2920,Réfrigération ou compression (installation de) pression >10E5 Pa,356.200,kW
2405,0065.03253,2910,D,2,1993-10-05,En fonctionnement,D,A2,2910,Combustion,7.950,MW
2406,0065.03253,1185,,2,2013-04-15,En fonctionnement,,2,1185,,188.000,
2407,0065.03253,2921,D,b,2005-07-25,En fonctionnement,D,2,2921,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,4575.000,kW
2408,0065.03253,2925,D,1,1993-10-05,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,250.000,kW
2409,0065.03253,1432,,,1993-10-05,En fonctionnement,,,1432,Liquides inflammables (stockage),2.400,m3
2410,0065.03253,1510,E,b,1993-10-05,En fonctionnement,E,2,1510,Entrepot enregistré,111961.000,m3
2411,0065.03255,3260,A,,2014-02-19,En fonctionnement,A,,3260,Traitement de surface,66.800,m3
2412,0065.03255,4130,D,b,2017-02-02,En fonctionnement,D,b,4130,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,,
2413,0065.03255,2940,D,b,2017-02-02,En fonctionnement,D,2b,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",12.000,kg/j
2414,0065.03255,3260,A,,2017-02-02,En fonctionnement,A,,3260,Traitement de surface,66.800,m3
2415,0065.03255,2921,D,b,2014-11-07,En fonctionnement,D,b,2921,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,1500.000,kW
2416,0065.03255,47xx,,,,En fonctionnement,,,47xx,,,
2417,0065.03255,2563,D,2,2017-02-02,En fonctionnement,D,2,2563,"Supérieure à 500 l, mais inférieure ou égale à 7500 l",800.000,L
2418,0065.03255,2560,D,2,2017-02-02,En fonctionnement,D,2,2560,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",715.000,kW
2419,0065.03255,2575,D,,2017-02-02,En fonctionnement,D,,2575,Emploi de matières abrasives,230.000,kW
2420,0065.03255,1450,A,1,2017-02-02,En fonctionnement,A,1,1450,Solides inflammables,2.000,t
2421,0065.03255,2910,D,2,2017-02-02,En fonctionnement,D,A2,2910,Combustion,2.890,MW
2422,0065.03255,1450,A,1,2009-10-20,En fonctionnement,A,2a,1450,Solides inflammables,2.000,t
2423,0065.03255,4441,D,2,2017-02-02,En fonctionnement,D,2,4441,"Liquides comburants catégorie 1,2 ou 3",,
2424,0065.03255,2565,D,4,2009-10-20,En fonctionnement,D,4,2565,Traitement de surface par vibro-abrasion,1420.000,L
2425,0065.03255,3230,A,b,2009-10-20,En fonctionnement,A,1,2560,opérations de forgeage,715.000,kW
2426,0065.03255,2564,D,c,2017-02-02,En fonctionnement,D,2,2564,"Supérieur à 200 l, mais inférieur ou égal à 1500 l",600.000,L
2427,0065.03255,2561,D,,2017-02-02,En fonctionnement,D,,2561,"Trempé recuit, revenu des métaux et alliages",2.000,fours
2428,0065.03255,2567,D,b,2017-02-02,En fonctionnement,D,b,2567,Supérieure à 20 kg/jour mais inférieure ou égale à 200 kg/jour,30.000,kg/j
2429,0065.03255,2565,E,a,2017-02-02,En fonctionnement,A,a,2565,Traitement de surface,66800.000,l
2431,0065.03261,2515,E,a,1996-08-23,En fonctionnement,E,1b,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",270.000,kW
2432,0065.03261,2517,D,2,2011-11-18,En fonctionnement,D,2,2517,Produits minéraux ou déchets non dangereux inertes (transit),750000.000,m3
2433,0065.03267,2920,D,2b,1996-12-13,En fonctionnement,D,2b,2920,Réfrigération ou compression (installation de) pression >10E5 Pa,356.000,kW
2434,0065.03267,1432,,,1973-11-16,En fonctionnement,,,1432,Liquides inflammables (stockage),2.000,m3
2435,0065.03267,1435,,,1973-11-22,En fonctionnement,D,1b,1434,Stations service,4.800,m3/h
2436,0065.03267,1138,A,2,1996-12-13,En fonctionnement,A,2,1138,Chlore (emploi ou stockage),2.450,t
2437,0065.03268,2791,D,2,2016-06-28,En fonctionnement,D,2,2791,Déchets non dangereux (traitement),8.000,t/j
2438,0065.03268,1185,D,,2016-06-28,En fonctionnement,D,a,4802,Quantité susceptible d'être présente,,
2439,0065.03268,2930,D,b,2016-06-28,En fonctionnement,D,1b,2930,Ateliers de réparation et entretien de véhicules à moteur,4000.000,m2
2440,0065.03268,2714,D,2,2016-06-28,En fonctionnement,D,2,2714,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",975.000,m3
2441,0065.03268,1185,D,2,2013-04-24,En fonctionnement,D,32,1185,Quantité de fluide susceptible d'être présente,34200.000,kg
2442,0065.03268,3670,A,1,2016-06-28,En fonctionnement,A,,3670,Traitement de surfaces de matières avec plus de 150 kg/h de solvants organiques,2385.000,kg/h
2443,0065.03268,2925,D,1,2016-06-28,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,395.000,kW
2444,0065.03268,2940,D,b,2016-06-28,En fonctionnement,D,1b,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",550.000,L
2445,0065.03268,1132,A,B2a,2013-04-24,En fonctionnement,A,B2a,1132,Supérieure ou égale à 10 t,29.000,t
2446,0065.03268,1433,A,Aa,2013-04-24,En fonctionnement,A,Aa,1433,LIQUIDES INFLAMMABLES (MELANGE OU EMPLOI),54.000,t
2447,0065.03268,1131,D,2c,2013-04-24,En fonctionnement,D,2c,1131,Toxiques (emploi ou stockage),9.000,t
2448,0065.03268,2940,E,a,2016-06-28,En fonctionnement,A,2a,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",10462.000,kg/j
2449,0065.03268,1432,A,a,2013-04-24,En fonctionnement,A,2a,1432,Liquides inflammables (stockage),411.140,m3
2450,0065.03268,2560,E,1,2016-06-28,En fonctionnement,E,1,2560,Supérieure à 1 000 kW,12303.000,kW
2451,0065.03268,2713,D,2,2016-06-28,En fonctionnement,D,2,2713,Métaux et déchets de métaux (transit),165.000,m2
2452,0065.03268,2921,E,a,2016-06-28,En fonctionnement,E,a,2921,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,19600.000,kW
2453,0065.03268,2663,D,b,2016-06-28,En fonctionnement,D,2c,2663,Stockage de pneumatiques,5000.000,m3
2454,0065.03268,2661,D,c,2016-06-28,En fonctionnement,D,c,2661,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",9.900,t/j
2455,0065.03268,1434,A,2,2016-06-28,En fonctionnement,A,2,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,0.000,
2456,0065.03268,3110,A,,2016-06-28,En fonctionnement,A,1,2910,Combustion,108.000,MW
2457,0065.03268,2712,A,2,2016-06-28,En fonctionnement,A,2,2712,"Stockage, dépollution, démontage,… de VHU",11850.000,m2
2458,0065.03268,1510,A,a,2016-06-28,En fonctionnement,A,1,1510,Entrepot autorisé,851600.000,m3
2459,0065.03268,1435,D,2,2016-06-28,En fonctionnement,D,2.,1435,Stations-service,642.000,m3
2460,0065.03268,1185,D,,2016-06-28,En fonctionnement,D,a,4802,Quantité de fluide susceptible d'être présente,,
2461,0065.03268,3110,A,,2016-06-28,En fonctionnement,A,,3110,Combustion,108.000,MW
2462,0065.03268,2565,E,a,2016-06-28,En fonctionnement,A,a,2565,Traitement de surface,1550.000,l
2463,0065.03268,3260,A,,2016-06-28,En fonctionnement,A,,3260,Traitement de surface,1045.000,m3
2464,0065.03268,2563,D,2,2016-06-28,En fonctionnement,D,2,2563,"Supérieure à 500 l, mais inférieure ou égale à 7500 l",900.000,L
2465,0065.03268,1414,D,3,2016-06-28,En fonctionnement,D,3,1414,Gaz inflammables liquéfiés (remplissage ou distribution),5.000,
2466,0065.03268,47xx,,,,En fonctionnement,,,47xx,,,
2467,0065.03268,4510,D,2,2016-06-28,En fonctionnement,D,2,4510,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,,
2468,0065.03268,4331,E,2,2016-06-28,En fonctionnement,E,2,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
2469,0065.03268,4120,D,b,2016-06-28,En fonctionnement,D,b,4120,Toxicité aiguë catégorie 2,,
2470,0065.03268,4422,D,2,2016-06-28,En fonctionnement,D,2,4422,Peroxydes organiques type E ou type F,,
2471,0065.03270,2910,D,2,2000-03-13,En fonctionnement,D,A2,2910,Combustion,2.740,MW
2472,0065.03270,2221,E,1,2000-03-13,En fonctionnement,A,1,2221,Supérieure à 4t/j,3.320,t/j
2473,0065.03273,2791,A,1,2004-10-25,En fonctionnement,A,1,2791,Déchets non dangereux (traitement),210.000,t/j
2474,0065.03273,2714,D,2,,En fonctionnement,D,2,2714,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",150.000,m3
2475,0065.03273,2771,A,,2004-10-25,En fonctionnement,A,,2771,Traitement thermique de déchets non dangereux,12000.000,t/an
2476,0065.03273,2714,D,2,2004-10-25,En fonctionnement,D,2,2714,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",150.000,m3
2477,0065.03273,2716,E,1,2017-06-14,En fonctionnement,A,1,2716,déchets non dangereux non inertes (transit),4000.000,m3
2478,0065.03288,1434,A,2,1814-11-23,En fonctionnement,A,2,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,1800.000,
2479,0065.03288,1630,,,1814-11-23,En fonctionnement,,,1630,Emploi ou stockage de lessives de soude ou de potasse caustique,80.000,t
2480,0065.03288,4130,,2,1999-01-15,En fonctionnement,,2,4130,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,,
2481,0065.03288,2910,D,2,1814-11-23,En fonctionnement,D,2,2910,Combustion,2.790,MW
2482,0065.03288,4130,,1,1999-01-15,En fonctionnement,,1,4130,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,,
2483,0065.03288,4120,,2,1999-01-15,En fonctionnement,,2,4120,Toxicité aiguë catégorie 2,,
2484,0065.03288,4120,,1,1999-01-15,En fonctionnement,,1,4120,Toxicité aiguë catégorie 2,,
2485,0065.03288,47xx,,,,En fonctionnement,,,47xx,,,
2488,0065.03288,4140,,1,1999-01-15,En fonctionnement,,1,4140,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,,
2490,0065.03288,4320,,,1999-01-15,En fonctionnement,,,4320,Aérosols extrêmement inflammables ou inflammables,,
2491,0065.03288,4331,,,1999-01-15,En fonctionnement,,,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
2492,0065.03288,4440,,,1999-01-15,En fonctionnement,,,4440,"Solides comburants catégorie 1, 2 ou 3.",,
2493,0065.03288,4441,,,1999-01-15,En fonctionnement,,,4441,"Liquides comburants catégorie 1, 2 ou 3.",,
2494,0065.03288,4510,,,1999-01-15,En fonctionnement,,,4510,Dangereux pour l’environnement aquatique 1,,
2495,0065.03288,4511,,,1999-01-15,En fonctionnement,,,4511,Dangereux pour l’environnement aquatique 2,,
2497,0065.03289,1432,D,b,2001-02-26,En fonctionnement,D,2b,1432,Liquides inflammables (stockage),55.000,m3
2498,0065.03289,1520,A,1,2001-02-26,En fonctionnement,A,1,1520,"Houille, coke,etc (dépôt)",30000.000,t
2499,0065.03289,3310,A,a,,En fonctionnement,A,a,3310,Production de clinker avec fours rotatifs,3800.000,t/j
2500,0065.03289,2517,E,1,2001-02-26,En fonctionnement,A,1,2517,Produits minéraux ou déchets non dangereux inertes (transit),90000.000,m3
2501,0065.03289,1412,D,2b,2001-02-26,En fonctionnement,D,2b,1412,Gaz inflammables liquéfiés (stockage),2.400,m3
2502,0065.03289,2915,D,2,2001-02-26,En fonctionnement,D,2,2915,Chauffage (procédé de) fluide caloporteur organique combustible,300.000,L
2503,0065.03289,2771,A,,2002-10-21,En fonctionnement,A,,2771,Traitement thermique de déchets non dangereux,0.000,
2504,0065.03289,2520,A,,2001-02-26,En fonctionnement,A,,2520,"Fabrication de ciments, chaux, plâtres",3800.000,t/j
2505,0065.03289,2515,E,a,2001-02-26,En fonctionnement,A,1,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",6180.000,kW
2506,0065.03289,2791,A,1,2002-10-21,En fonctionnement,A,1,2791,Déchets non dangereux (traitement),0.000,t/j
2507,0065.03289,2516,E,1,2001-02-26,En fonctionnement,A,1,2516,Produits minéraux pulvérulents non ensachés (transit),51000.000,m3
2508,0065.03289,2160,,,2002-10-21,En fonctionnement,,,2160,"Silos et stockage de céréales, grains…",270.000,m3
2509,0065.03295,1434,,1,2008-01-09,En fonctionnement,,1,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,2.000,m3/h
2510,0065.03295,2515,E,a,2008-01-09,En fonctionnement,A,1a,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",980.000,kW
2511,0065.03295,47xx,,,,En fonctionnement,,,47xx,,,
2513,0065.03295,2510,A,1,2008-01-09,En fonctionnement,A,1,2510,Carrières (exploitation de),700000.000,
2514,0065.03295,2930,,1,2008-01-09,En fonctionnement,,1,2930,Ateliers de réparation et entretien de véhicules à moteur,500.000,m2
2515,0065.03296,2260,D,b,,En fonctionnement,D,2b,2260,Supérieure à 100 kW mais inférieure ou égale à 500 kW,400.000,kW
2516,0065.03296,2760,A,1,,En fonctionnement,A,1,2760,Installation de stockage de déchets dangereux autre que celle mentionnée au 4,250000.000,
